iana_id,registrar_name,URL,RAA,NAME,EMAIL,PHONE,country_name
752,"SNAPNAMES 2, LLC",www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
753,"Name Thread, LLC",www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
754,"Sssasss, LLC",www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
755,"Name Nelly, LLC",www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
762,"NamePal.com #8024, LLC",www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
763,"NamePal.com #8025, LLC",www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
771,"NamePal.com #8026, LLC",www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
776,Zhuimi Inc,register.paimi.com,2013,Mike Carson,mike@humb.ly,+1 2153269299,236
777,Paimi Inc,register.paimi.com,2013,Registrar Manager,service@paimi.com,+1 7195966605,236
778,Agrinoon Inc,register.paimi.com,2013,Registrar Manager,agrinoon@agrinoon.com,+1 7195966605,236
780,"NamePal.com #8006, LLC",www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
781,"NamePal.com #8007, LLC",www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
782,"NamePal.com #8021, LLC",www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
785,"NamePal.com #8009, LLC",www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
788,Name.cc Inc,register.paimi.com,2013,Registrar Manager,cai@name.cc,+1 7195966605,236
792,"NamePal.com #8019, LLC",www.networksolutions.com,2013,Customer Service,customerservice@networksolutions.com,+1 8886429675,236
809,Ledl.net GmbH,www.domaintechnik.at,2013,Domain Admin,office@domaintechnik.at,+43 621520888,15
816,"0101 Internet, Inc.",www.0101domain.com/,2013,Alfred Mak,contact@0101domain.com,+852 29180101,100
817,MAFF Inc.,www.maff.com,2013,Haoxing Gong,registrar@dotmedia.com,+86 5925990220,100
818,"Interdominios, Inc.",www.interdominios.com,2013,Elida Maria Rodriguez,icann@interdominios.com,+34 902727202,209
819,Reg2C.com Inc.,https://www.turkticaret.net/,2013,REG2C.COM Inc.,info@reg2c.com,+90 2242248640,236
820,PHPNET France DBA Nuxit,https://nuxit.com,2013,Philippe BAROUK,hostmaster@magic.fr,+33 141582254,76
826,"Name.net, Inc.",www.name.com,2013,Jillian Robinson,support@name.com,+1 7202492374,236
828,Hetzner Online GmbH,www.hetzner.de,2013,Martin Hetzner,info@hetzner.com,+49 98315050,83
829,"Anytime Sites, LLC",www.anytimesites.com,2013,Domain Manager,tldadmin@logicboxes.com,+1 2013775952,103
831,"Crisp Names, LLC",www.crispnames.com,2013,Domain Manager,tldadmin@logicboxes.com,+1 2013775952,103
835,KuwaitNET General Trading Co.,www.kuwaitnet.net,2013,Bashar Al-Abdulhadi,info@kuwaitnet.net,+965 1807060,120
836,The Namespace Group Pty Ltd,www.domaincentral.com.au,2013,Lutz Berneke,icann@fluccs.com.au,+61 730187566,14
837,"Freeparking Domain Registrars, Inc.",www.freeparking.co.uk,2013,Paul Lomax,compliance@freeparking.co.uk,+44 1619474950,236
839,Realtime Register B.V.,www.realtimeregister.com,2013,Valentijn Borstlap,support@realtimeregister.com,+31 384530759,157
840,Nicco Ltd.,www.nicco.com,2013,Alexey Nikitin,support@nicco.com,+7 9213164209,183
841,Tiger Technologies LLC,www.tigertech.net,2013,Customer Service,icann-web-site-2017@tigertech.net,+1 5105273131,236
842,"SoftLayer Technologies, Inc.",www.softlayer.com,2013,Casey Wilcox,domain_admin-sl-ww@wwpdl.vnet.ibm.com,+1 2144420600,236
844,Minds and Machines Registrar UK Limited,domainsonly.com,2013,Erik Hoang,ops@mmx.co,+1 9167652233,236
845,"1800-website, LLC",www.1800-website.com,2013,Customer Service Department,support@mydomain-inc.com,+1 8004057875,236
846,"123domainrenewals, LLC",www.123domainrenewals.com,2013,Customer Service Department,support@mydomain-inc.com,+1 8004057875,236
847,"Hostlane, LLC",www.hostlane.com,2013,Customer Service Department,support@mydomain-inc.com,+1 8004057875,236
848,"PrivacyPost, LLC",www.privacypost.com,2013,Customer Service Department,support@mydomain-inc.com,+1 8004057875,236
850,"Allaccessdomains, LLC",www.allaccessdomains.com,2013,Customer Service Department,support@mydomain-inc.com,+1 8004057875,236
851,"Addressontheweb, LLC",www.addressontheweb.com,2013,Customer Service Department,support@mydomain-inc.com,+1 8004057875,236
853,"Austriadomains, LLC",www.austriadomains.com,2013,Customer Service Department,support@mydomain-inc.com,+1 8004057875,236
854,"995discountdomains, LLC",www.995discountdomains.com,2013,Customer Service Department,support@mydomain-inc.com,+1 8004057875,236
855,"24x7domains, LLC",www.24x7domains.com,2013,Customer Service Department,support@mydomain-inc.com,+1 8004057875,236
856,"1st-for-domain-names, LLC",www.1st-for-domain-names.com,2013,Customer Service Department,support@mydomain-inc.com,+1 8004057875,236
858,"Chinesedomains, LLC",www.chinesedomain.cn,2013,Customer Service Department,support@mydomain-inc.com,+1 8004057875,236
859,"Cocosislandsdomains, LLC",www.cocosislandsdomains.cc,2013,Customer Service Department,support@mydomain-inc.com,+1 8004057875,236
861,"Bidfordomainnames, LLC",www.bidfordomainnames.com,2013,Customer Service Department,support@mydomain-inc.com,+1 8004057875,236
862,"Capitaldomains, LLC",www.CapitalDomains.org,2013,Customer Service Department,support@mydomain-inc.com,+1 8004057875,236
863,"Deutchdomains, LLC",www.deutchdomains.de,2013,Customer Service Department,support@mydomain-inc.com,+1 8004057875,236
864,"Domaincamping, LLC",www.domaincamping.com,2013,Customer Service Department,support@mydomain-inc.com,+1 8004057875,236
866,"Domainhostingweb, LLC",www.domainhostingweb.us,2013,Customer Service Department,support@mydomain-inc.com,+1 8004057875,236
867,"Domaininternetname, LLC",www.domaininternetname.com,2013,Customer Service Department,support@mydomain-inc.com,+1 8004057875,236
868,"Domainnamebidder, LLC",www.domainnamebidder.com,2013,Customer Service Department,support@mydomain-inc.com,+1 8004057875,236
869,"Domainnamelookup, LLC",www.domainnamelookup.us,2013,Customer Service Department,support@mydomain-inc.com,+1 8004057875,236
870,"Niuedomains, LLC",www.niuedomains.nu,2013,Customer Service Department,support@mydomain-inc.com,+1 8004057875,236
871,"Samoandomains, LLC",www.samoandomains.com,2013,Customer Service Department,support@mydomain-inc.com,+1 8004057875,236
872,"Tuvaludomains, LLC",www.tuvaludomains.tv,2013,Customer Service Department,support@mydomain-inc.com,+1 8004057875,236
873,"Unitedkingdomdomains, LLC",www.unitedkingdomdomains.com,2013,Customer Service Department,support@mydomain-inc.com,+1 8004057875,236
874,"Chocolatecovereddomains,LLC",www.chocolatecovereddomains.com,2013,Customer Service Department,support@mydomain-inc.com,+1 8004057875,236
875,"Claimeddomains, LLC",www.claimeddomains.com,2013,Customer Service Department,support@mydomain-inc.com,+1 8004057875,236
876,"Department-of-domains, LLC",www.department-of-domains.com,2013,Customer Service Department,support@mydomain-inc.com,+1 8004057875,236
877,"Decentdomains, LLC",www.DecentDomains.net,2013,Customer Service Department,support@mydomain-inc.com,+1 8004057875,236
878,"Columbiadomains, LLC",www.columbiadomains.net,2013,Customer Service Department,support@mydomain-inc.com,+1 8004057875,236
879,"Domainbusinessnames, LLC",www.domainbusinessnames.com,2013,Customer Service Department,support@mydomain-inc.com,+1 8004057875,236
880,"Domainclub.com, LLC",www.domainclub.com,2013,Rafi Wynn,rafi@domainclub.com,+1 8882883197,236
881,"Domainbulkregistration, LLC",www.domainbulkregistration.com,2013,Customer Service Department,support@mydomain-inc.com,+1 8004057875,236
882,"Domain-A-Go-Go, LLC",www.Domain-A-Go-Go.com,2013,Customer Service Department,support@mydomain-inc.com,+1 8004057875,236
883,"Discountdomainservices, LLC",www.discountdomainservices.com,2013,Customer Service Department,support@mydomain-inc.com,+1 8004057875,236
